link,name,old_price,price
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYXRmX2Jyb3dzZToyMDAwODY0ODIyODIwOTg6OjA6Og&url=%2FAcer-A515-56-32DK-Display-i3-1115G4-Processor%2Fdp%2FB09R5VYRVN%2Fref%3Dsr_1_1_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode. ",$379.99,289.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYXRmX2Jyb3dzZToyMDAwOTc5NTE0Mjg1OTg6OjA6Og&url=%2FLenovo-Slim-7i-Windows-Display%2Fdp%2FB0B95SV7YF%2Fref%3Dsr_1_2_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo Slim 7i - 2022 - Slim & Light Weight Laptop - Windows 11 Home - 16"" Display - 16GB Memory - 1TB Storage - Intel i7 12th Gen - Storm Grey ","$1,479.99","1,199."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYXRmX2Jyb3dzZToyMDAwODY0OTk3MzE2OTg6OjA6Og&url=%2FLenovo-IdeaPad-Essential-Computer-i5-15-6%2Fdp%2FB09RNC69K8%2Fref%3Dsr_1_3_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro ",$649.99,529.
https://www.amazon.com/Lenovo-Ideapad-Touchscreen-i3-1005G1-Processor/dp/B08B6F1NNR/ref=sr_1_4?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-4,"2022 Newest Lenovo Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Almond ",$959.00,409.
https://www.amazon.com/Lenovo-IdeaPad-Essential-Computer-Graphics/dp/B09RND1LP2/ref=sr_1_5?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-5,"Lenovo IdeaPad Gaming 3 - 2022 - Everyday Gaming Laptop - NVIDIA GeForce RTX 3050 Graphics - 15.6"" FHD Display - 120 Hz - AMD Ryzen 5 6600H - 8GB DDR5 - 258GB SSD - Win 11 - Free 3-month Xbox GamePass ",$899.99,599.
https://www.amazon.com/Lenovo-2-1-Chromebook-Computer/dp/B09RNCN3YV/ref=sr_1_6?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-6,"Lenovo IdeaPad Flex 5i - 2022 - Chromebook 2-in-1 Laptop - Chrome OS - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Intel Core i3 11th Gen - Abyss Blue ",$429.99,299.
https://www.amazon.com/ASUS-IPS-Type-i5-10300H-Processor-FX506LH-AS51/dp/B09SVQ25XH/ref=sr_1_7?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-7,"ASUS TUF Gaming F15 Gaming Laptop, 15.6"" 144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51 ",nan,649.
https://www.amazon.com/Acer-AN517-54-79L1-i7-11800H-GeForce-Display/dp/B09HJKGK5V/ref=sr_1_8?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-8,"Acer Nitro 5 AN517-54-79L1 Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050Ti Laptop GPU | 17.3"" FHD 144Hz IPS Display | 16GB DDR4 | 1TB NVMe SSD | Killer Wi-Fi 6 | Backlit KB | Win 11 ",nan,"1,021."
https://www.amazon.com/Acer-A515-56-32DK-Display-i3-1115G4-Processor/dp/B09R5VYRVN/ref=sr_1_9?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-9,"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode. ",$379.99,289.
https://www.amazon.com/ASUS-Vivobook-Ultra-Thin-Personal-L210MA-DS02/dp/B09QF58J7T/ref=sr_1_10?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-10,"ASUS Vivobook Go 12 L210 11.6” Ultra-Thin Laptop, 2022 Version, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Win 11 Home in S Mode with One Year of Office 365 Personal, L210MA-DS02 ",$249.99,129.
https://www.amazon.com/Acer-Chromebook-Graphics-802-11ac-CB512-C1KJ/dp/B09Q9YKW15/ref=sr_1_11?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-11,"Acer Chromebook 512 Laptop | Intel Celeron N4020 | 12"" HD+ Display | Intel UHD Graphics 600 | 4GB LPDDR4 | 32GB eMMC | Intel 9560 802.11ac Gigabit WiFi 5 | MIL-STD 810G | Chrome OS | CB512-C1KJ ",$199.99,115.
https://www.amazon.com/HP-Generation-i5-1135G7-Graphics-15-dy2024nr/dp/B09FXFDGN3/ref=sr_1_12?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-12,"HP 15.6-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 256 GB SSD, Windows 11 Home (15-dy2024nr, Natural silver) ",$659.99,449.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfbXRmX2Jyb3dzZToyMDAwODY0OTk3MzE1OTg6OjA6Og&url=%2FLenovo-2-1-Chromebook-Computer%2Fdp%2FB09RNCN3YV%2Fref%3Dsr_1_13_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad Flex 5i - 2022 - Chromebook 2-in-1 Laptop - Chrome OS - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Intel Core i3 11th Gen - Abyss Blue ",$429.99,299.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfbXRmX2Jyb3dzZToyMDAwNjcxOTMxMjMxOTg6OjA6Og&url=%2FHP-Microsoft-Included-Windows-Student%2Fdp%2FB0B512DM4H%2Fref%3Dsr_1_14_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1%26smid%3DA9D6J376CGTLK,"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable ",nan,549.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfbXRmX2Jyb3dzZToyMDAwNzE1NTg4NzQxOTg6OjA6Og&url=%2FLenovo-Display-Storage-Graphics-Graphite%2Fdp%2FB09YWM1CM1%2Fref%3Dsr_1_15_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-15-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey ",$799.99,649.
https://www.amazon.com/Acer-A515-45-R74Z-Hexa-Core-Processor-Graphics/dp/B09J1MXS2Z/ref=sr_1_16?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-16,"Acer Aspire 5 A515-45-R74Z Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 5 5500U Hexa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home ",$529.99,431.
https://www.amazon.com/Acer-15inch-Chromebook-Dual-Core-Super-Fast/dp/B0B3L3YB4N/ref=sr_1_17?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-17,"2022 Acer 15inch HD IPS Chromebook, Intel Dual-Core Celeron Processor Up to 2.55GHz, 4GB RAM, 32GB Storage, Super-Fast WiFi Up to 1300 Mbps, Chrome OS-(Renewed) (Dale Silver) ",$172.00,147.
https://www.amazon.com/Acer-Chromebook-Spin-311-CP311-2H-C7QD/dp/B08NTP5RTN/ref=sr_1_18?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-18,"Acer Chromebook Spin 311 Convertible Laptop | Intel Celeron N4000 | 11.6"" HD Touch Corning Gorilla Glass Display | 4GB LPDDR4 | 64GB eMMC | Intel 802.11ac Gigabit WiFi 5 | Chrome OS | CP311-2H-C7QD ",$249.99,197.
https://www.amazon.com/Lenovo-Chromebook-Processor-Graphics-82BA0003US/dp/B087YW8FQB/ref=sr_1_19?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-19,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black ",nan,129.
https://www.amazon.com/HP-Generation-Graphics-Bluetooth-17-by4025nr/dp/B09TG4XXYD/ref=sr_1_20?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-20,"HP 17 Laptop PC, 11 Generation Intel Core, 4 GB RAM, 256 GB SSD, UHD Graphics, 17.3"" HD+ Display, Windows 11 Home, Wi-Fi & Bluetooth Combo, 7 Ports, Long Battery Life, HD Webcam (17-by4025nr, 2022) ",$479.99,385.
https://www.amazon.com/Intel-Celeron-N4020-14-Inch-Laptop/dp/B09YRY6QCX/ref=sr_1_21?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-21,Asus E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black) ,nan,155.
https://www.amazon.com/ASUS-IPS-Type-i5-11400H-Processor-FX706HCB-ES51/dp/B09SVQY3PF/ref=sr_1_22?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-22,"ASUS TUF Gaming F17 Gaming Laptop, 17.3"" 144Hz FHD IPS-Type Display, Intel Core i5-11400H Processor, GeForce RTX 3050, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX706HCB-ES51 ",$899.99,824.
https://www.amazon.com/ASUS-Display-GeForce-Keyboard-G533ZW-AS94/dp/B09RMW1L7Y/ref=sr_1_23?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-23,"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 300Hz IPS FHD Display, NVIDIA GeForce RTX 3070 Ti,Intel Core i9 12900H, 16GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Home, G533ZW-AS94 ",nan,"1,999."
https://www.amazon.com/Flagship-HP-Chromebook-Anti-Glare-Processor/dp/B08PDTLK1Q/ref=sr_1_24?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-24,HP 2020 Flagship 14 Chromebook Laptop Computer 14-inch HD SVA Anti-Glare Display Intel Celeron N5000 Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS (Renewed) ,$148.99,137.
https://www.amazon.com/Lenovo-IdeaPad-Essential-Computer-i5-15-6/dp/B09RNC69K8/ref=sr_1_25?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-25,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro ",$649.99,529.
https://www.amazon.com/HP-Anti-Glare-Portable-Microsoft-11-ak0040nr/dp/B09F8JJDLW/ref=sr_1_26?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-26,"HP Stream 11 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 11.6” HD Anti-Glare Display, Windows 11, Long Battery Life, Thin & Portable, Includes Microsoft 365 (11-ak0040nr, 2021 Diamond White) ",nan,nan
https://www.amazon.com/ASUS-Display-Processor-NumberPad-L410MA-DB02/dp/B08D92T45H/ref=sr_1_27?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-27,"ASUS L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black ",$269.99,159.
https://www.amazon.com/HP-i7-1165G7-Processor-Micro-Edge-15-eg0025nr/dp/B09FX1YF28/ref=sr_1_28?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-28,"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 11 Pro, Compact Design, Long Battery Life (15-eg0025nr, 2021) ",$944.99,780.
https://www.amazon.com/Acer-SFX14-41G-R1S6-Creator-LPDDR4X-Backlit/dp/B093TK1PXF/ref=sr_1_29?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-29,"Acer Swift X SFX14-41G-R1S6 Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 7 5800U | NVIDIA RTX 3050Ti Laptop GPU | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Backlit KB | Amazon Alexa | Windows 10 Home ","$1,069.99",782.
https://www.amazon.com/ASUS-Display-i7-12650H-Thunderbolt-FX517ZM-AS73/dp/B09RMH9B6F/ref=sr_1_30?qid=1668792444&rnid=13896617011&s=computers-intl-ship&sr=1-30,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73 ","$1,299.99","1,225."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYnRmX2Jyb3dzZToyMDAwODY0ODIyODI0OTg6OjA6Og&url=%2FASUS-i7-12700H-ScreenPad-Celestial-UX582ZM-AS76T%2Fdp%2FB09TDKV65Z%2Fref%3Dsr_1_31_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-31-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6” OLED 4K Touch Display, i7-12700H, 16GB, 1TB, GeForce RTX 3060, ScreenPad Plus, Windows 11 Home, Celestial Blue, UX582ZM-AS76T ",nan,"2,292."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYnRmX2Jyb3dzZToyMDAwNzE1MjczODQ4OTg6OjA6Og&url=%2FLenovo-IdeaPad-Computer-i3-14-0-Display%2Fdp%2FB09YWPDCP6%2Fref%3Dsr_1_32_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad 1i - 2022 - Browse Laptop - Ultra-Fast Multi-Tasking - Windows 11 Home - 14"" HD Display - 4GB Memory - 128GB Storage - Intel Core i3 12th Gen - Cloud Grey ",$449.99,329.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODcxMTU1OTUyNDc3MjQzOjE2Njg3OTI0NDQ6c3BfYnRmX2Jyb3dzZToyMDAwOTM3MzU4OTIxOTg6OjA6Og&url=%2FAcer-i7-1260P-Graphics-Bluetooth-SF314-512-73YZ%2Fdp%2FB09YSYVV2R%2Fref%3Dsr_1_33_sspa%3Fqid%3D1668792444%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,"Acer Swift 3 Intel Evo Thin&Light Laptop | 14"" QHD 100% sRGB | Intel Core i7-1260P | Intel Iris Xe Graphics | 16GB LPDDR4X | 1TB SSD | Killer Wi-Fi 6E AX1675|Bluetooth| Windows 11 Home |SF314-512-73YZ ",nan,"1,099."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfYXRmX2Jyb3dzZToyMDAwODY0ODIyODIwOTg6OjA6Og&url=%2FAcer-A515-56-32DK-Display-i3-1115G4-Processor%2Fdp%2FB09R5VYRVN%2Fref%3Dsr_1_25_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode. ",$379.99,289.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfYXRmX2Jyb3dzZToyMDAwODY0OTk3MzE1OTg6OjA6Og&url=%2FLenovo-2-1-Chromebook-Computer%2Fdp%2FB09RNCN3YV%2Fref%3Dsr_1_26_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad Flex 5i - 2022 - Chromebook 2-in-1 Laptop - Chrome OS - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Intel Core i3 11th Gen - Abyss Blue ",$429.99,299.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfYXRmX2Jyb3dzZToyMDAwODY0OTk3MzE2OTg6OjA6Og&url=%2FLenovo-IdeaPad-Essential-Computer-i5-15-6%2Fdp%2FB09RNC69K8%2Fref%3Dsr_1_27_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro ",$649.99,529.
https://www.amazon.com/ASUS-Chromebook-Resistant-Durability-C203XA-YS02-GR/dp/B07YXZ1CP3/ref=sr_1_28?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-28,"ASUS Chromebook C203XA Rugged & Spill Resistant Laptop, 11.6"" HD, 180 Degree, MediaTek Quad-Core Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Grey, Education, Chrome OS, C203XA-YS02-GR ",$249.99,157.
https://www.amazon.com/MSI-GF63-Thin-10SCXR-222-i5-10300H/dp/B08YRZ2LLJ/ref=sr_1_29?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-29,"MSI Computer GF63, NVIDIA GeForce GTX 1650 Graphics, 15.6"" 8GB 256GB Intel Core i5-10300H X4 2.5GHz Win10, Black ","$1,099.99",606.
https://www.amazon.com/ASUS-Chromebook-Touchscreen-Processor-C433TA-AS384T/dp/B08ZLF99VD/ref=sr_1_30?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-30,"ASUS Chromebook Flip C433 2 in 1 Laptop, 14"" Touchscreen FHD NanoEdge Display, Intel Core m3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit Keyboard, Silver, Chrome OS, C433TA-AS384T ",$399.99,249.
https://www.amazon.com/ASUS-Vivobook-Processor-Microsoft-L510MA-AS02/dp/B09SVR5VD4/ref=sr_1_31?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-31,"ASUS Vivobook Go 15 L510 Thin & Light Laptop Computer, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 11 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-AS02 ",$249.99,204.
https://www.amazon.com/Acer-Predator-PH315-54-760S-i7-11800H-Keyboard/dp/B092YHJLS6/ref=sr_1_32?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-32,"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 Laptop GPU | 15.6"" FHD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard ","$1,299.99","1,190."
https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09VRX9YVW/ref=sr_1_33?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-33,"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Pink) ",$208.99,190.
https://www.amazon.com/Lenovo-IdeaPad-Flex-5i-Chromebook/dp/B0BFFZH9LN/ref=sr_1_34?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-34,"Lenovo IdeaPad Flex 5i - 2022 - 2-in-1 Chromebook Laptop - 13.3"" FHD Touch Display - 8GB Memory - 256GB Storage - Intel Core i3 11th Gen - Chrome OS - Abyss Blue ",$469.99,329.
https://www.amazon.com/Lenovo-Chromebook-11-6-Inch-Processor-82HG0006US/dp/B08T6N424Z/ref=sr_1_35?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-35,"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD IPS Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White ",$319.99,179.
https://www.amazon.com/Samsung-Chromebook-Graphics-Celeron-Processor/dp/B08M2X68W5/ref=sr_1_36?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-36,"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600, Intel Celeron Processor N4020, 4GB, 32GB, Wi-Fi - (XE310XBA-KA1US) ",$229.99,139.
https://www.amazon.com/Lenovo-Display-Storage-Graphics-Graphite/dp/B09YWM1CM1/ref=sr_1_37?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-37,"Lenovo Flex 5 Laptop, 14.0"" FHD Touch Display, AMD Ryzen 5 5500U, 16GB RAM, 512GB Storage, AMD Radeon Graphics, Windows 11 Home, Graphite Grey ",$799.99,649.
https://www.amazon.com/Acer-Chromebook-Touchscreen-Dual-Core-Processor/dp/B08LBZRVLG/ref=sr_1_38?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-38,"2022 Acer Chromebook 315 15.6"" Full HD 1080p IPS Touchscreen Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 RAM, 64GB eMMC, Webcam, WiFi, 12 Hrs Battery Life, Chrome OS, Silver ",nan,276.
https://www.amazon.com/Lenovo-Chromebook-Convertible-11-6-Inch-81HY0000US/dp/B07GM2J11Q/ref=sr_1_39?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-39,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White ",nan,188.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfbXRmX2Jyb3dzZToyMDAwOTc5NTE0Mjg1OTg6OjA6Og&url=%2FLenovo-Slim-7i-Windows-Display%2Fdp%2FB0B95SV7YF%2Fref%3Dsr_1_40_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-40-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo Slim 7i - 2022 - Slim & Light Weight Laptop - Windows 11 Home - 16"" Display - 16GB Memory - 1TB Storage - Intel i7 12th Gen - Storm Grey ","$1,479.99","1,199."
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfbXRmX2Jyb3dzZToyMDAwNjcxOTMxMjMxOTg6OjA6Og&url=%2FHP-Microsoft-Included-Windows-Student%2Fdp%2FB0B512DM4H%2Fref%3Dsr_1_41_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-41-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1%26smid%3DA9D6J376CGTLK,"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable ",nan,549.
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDgyNjAzOTMxODUwMTI2OjE2Njg3OTI0NDY6c3BfbXRmX2Jyb3dzZToyMDAwNzE1MjczODQ4OTg6OjA6Og&url=%2FLenovo-IdeaPad-Computer-i3-14-0-Display%2Fdp%2FB09YWPDCP6%2Fref%3Dsr_1_42_sspa%3Fqid%3D1668792446%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-42-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad 1i - 2022 - Browse Laptop - Ultra-Fast Multi-Tasking - Windows 11 Home - 14"" HD Display - 4GB Memory - 128GB Storage - Intel Core i3 12th Gen - Cloud Grey ",$449.99,329.
https://www.amazon.com/HP-Chromebook-11-inch-Laptop-11a-na0010nr/dp/B08HJT1BKQ/ref=sr_1_43?qid=1668792446&rnid=13896617011&s=computers-intl-ship&sr=1-43,"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0010nr, 2020 model) ",nan,nan
